year,month,victim,threat_actor,date_discovered,description
2025,january,payahmedabadechallan.org,KillSecurity,"Jan 31, 2025",…
2025,january,akran.it,Qilin,"Jan 31, 2025",Akran Intellectual …
2025,january,beautyworks.ca,Medusa,"Jan 31, 2025",Beauty Works Spa …
2025,january,benuta.eu,Akira,"Jan 31, 2025",Benuta is Europe’s …
2025,january,centromedicoenova.com,Cloak,"Jan 31, 2025",Centro …
2025,january,dolmorsalon.com,Medusa,"Jan 31, 2025",Dolmor Salon is …
2025,january,edi-dolejs.com,DragonForce,"Jan 31, 2025",edi-dolejs …
2025,january,enginepowersource.com,Lynx,"Jan 31, 2025",Engine Power …
2025,january,farrarusa.com,DragonForce,"Jan 31, 2025",Farrar …
2025,january,fayezspa.com,Medusa,"Jan 31, 2025",Fayez Spa is a …
2025,january,fenstermaker.com,Monti,"Jan 31, 2025",Fenstermaker …
2025,january,groupemenway.com,Akira,"Jan 31, 2025",Groupe Menway …
2025,january,jalaramproduce.com,Lynx,"Jan 31, 2025",Jalaram …
2025,january,jayaapparelgroup.com,Cactus,"Jan 31, 2025",Jaya …
2025,january,johnpaulrichard.com,Cactus,"Jan 31, 2025",…
2025,january,mkats.com,DragonForce,"Jan 31, 2025","Kats, Jamison & …"
2025,january,kpiengineering.com,Lynx,"Jan 31, 2025",KPI …
2025,january,land-and-lakes.com,DragonForce,"Jan 31, 2025",Land and …
2025,january,nenok.de,Monti,"Jan 31, 2025",Nenok GmbH is a leading …
2025,january,nighthawkfoods.com,Play,"Jan 31, 2025",Night Hawk is a …
2025,january,ome.tv,Bashe,"Jan 31, 2025",OmeTV is a free random …
2025,january,ottawafamilyphysicians.com,Qilin,"Jan 31, 2025",Ottawa …
2025,january,pccth.com,Fog,"Jan 31, 2025",Professional Computer …
2025,january,propulsion.academy,Fog,"Jan 31, 2025",Propulsion …
2025,january,scottmfgsolutions.com,Lynx,"Jan 31, 2025",Scott …
2025,january,scp-bp.co.uk,DragonForce,"Jan 31, 2025",SCP Building …
2025,january,scvmedicalgroup.com,Monti,"Jan 31, 2025",SCV Medical …
2025,january,silveradocontractors.com,Lynx,"Jan 31, 2025",Silverado …
2025,january,soitinlaine.fi,3AM,"Jan 31, 2025",Soitin Laine is a …
2025,january,sunrise-soya.com,Cactus,"Jan 31, 2025",Sunrise Soya …
2025,january,ttucorp.com,Cactus,"Jan 31, 2025",Tabletops Unlimited …
2025,january,tri-sen.com,Lynx,"Jan 31, 2025",Tri-Sen Systems …
2025,january,vsstransportationgroup.com,Cactus,"Jan 31, 2025",VSS …
2025,january,waggonereng.com,Cloak,"Jan 31, 2025",Waggoner …
2025,january,x-pans.com,Fog,"Jan 31, 2025",X-pans is a financial …
2025,january,aireuropa.com,INC_RANSOM,"Jan 30, 2025",Air Europa is …
2025,january,alkodistributors.com,Cactus,"Jan 30, 2025",Alko …
2025,january,biagibros.com,Cactus,"Jan 30, 2025",Biagi Bros is a …
2025,january,boginmunns.com,Qilin,"Jan 30, 2025","Bogin, Munns & …"
2025,january,boldonjames.com,INC_RANSOM,"Jan 30, 2025",Boldon James …
2025,january,boutindentino.com,Fog,"Jan 30, 2025","Boutin, Dentino, …"
2025,january,cahoonfarms.com,Play,"Jan 30, 2025",Cahoon Farms is a …
2025,january,cimtel.net,Play,"Jan 30, 2025",Cimtel provides various …
2025,january,beloitwi.gov,INC_RANSOM,"Jan 30, 2025",Beloit is a …
2025,january,crmgco.com,Play,"Jan 30, 2025",Commercial and …
2025,january,davinciretail.com,Play,"Jan 30, 2025",daVinci Retail …
2025,january,delta-screens.com,Lynx,"Jan 30, 2025",Delta Screens …
2025,january,esi-bru.be,Fog,"Jan 30, 2025",École Supérieure …
2025,january,gitlab.com,Fog,"Jan 30, 2025",GitLab is cloud-based …
2025,january,hearttohearthospice.com,INC_RANSOM,"Jan 30, 2025",…
2025,january,mops.gov.il,Handala,"Jan 30, 2025",The Ministry of …
2025,january,johnstonllc.com,Play,"Jan 30, 2025",Johnston LLC is a …
2025,january,kombinat.at,Fog,"Jan 30, 2025",Kombinat is focusing on …
2025,january,marbruco.com,Play,"Jan 30, 2025",Marshall & Bruce …
2025,january,mtclinic.org,INC_RANSOM,"Jan 30, 2025",The Menominee …
2025,january,midwaymetals.com.vn,Ransomhub,"Jan 30, 2025",Midway …
2025,january,montpellier-jeunes-emploi.fr,INC_RANSOM,"Jan 30, 2025",…
2025,january,plymouthfoam.com,Play,"Jan 30, 2025",Plymouth Foam is …
2025,january,prasaga.com,Fog,"Jan 30, 2025",PraSaga is focused on …
2025,january,premierautocredit.com,Cloak,"Jan 30, 2025",Premier …
2025,january,rossi-realestate.com,Lynx,"Jan 30, 2025",Rossi Real …
2025,january,smi.com,Lynx,"Jan 30, 2025","Strategic Materials, Inc. …"
2025,january,studiomontanini.com,DragonForce,"Jan 30, 2025",Studio …
2025,january,tnlottery.com,INC_RANSOM,"Jan 30, 2025",Tennessee …
2025,january,thewendtagency.com,Lynx,"Jan 30, 2025",The Wendt …
2025,january,turningleafrehab.com,INC_RANSOM,"Jan 30, 2025",Turning …
2025,january,versalys.com,Qilin,"Jan 30, 2025",Versalys offers …
2025,january,wklaw.com,Play,"Jan 30, 2025",Wallin & Klarich …
2025,january,zschimmer-schwarz.com,Termite,"Jan 30, 2025",Zschimmer …
2025,january,acoustiblok.com,Monti,"Jan 29, 2025",Acoustiblok Inc. …
2025,january,broward.edu,INC_RANSOM,"Jan 29, 2025",Broward College …
2025,january,bblawfirm.com,Monti,"Jan 29, 2025","Budlong & Scelfo, …"
2025,january,carthagetexas.com,Rhysida,"Jan 29, 2025",Carthage is a …
2025,january,cnnindonesia.com,INC_RANSOM,"Jan 29, 2025",CNN …
2025,january,delpackaging.com,KAIROS,"Jan 29, 2025",Del Packaging …
2025,january,pajak.go.id,Babuk,"Jan 29, 2025",Direktorat Jenderal …
2025,january,kaisersbach.de,Cloak,"Jan 29, 2025",Gemeinde …
2025,january,my.indihome.co.id,Babuk,"Jan 29, 2025",IndiHome is a …
2025,january,mercyscb.com,Akira,"Jan 29, 2025",Mercy Supply …
2025,january,metalurgicaroma.com,Monti,"Jan 29, 2025",Metalurgica …
2025,january,muscogee.k12.ga.us,SafePay,"Jan 29, 2025",The Muscogee …
2025,january,neovita.de,Cloak,"Jan 29, 2025",Neovita is a German …
2025,january,oru.edu,Rhysida,"Jan 29, 2025",Oral Roberts University …
2025,january,qcn.com.au,Akira,"Jan 29, 2025",Queensland Capacity …
2025,january,sce.org.sg,Lynx,"Jan 29, 2025",Singapore Cooperation …
2025,january,tsmx.net.br,Funksec,"Jan 29, 2025",TSMX is a company …
2025,january,mpdc.dc.gov,Babuk,"Jan 29, 2025",The Metropolitan …
2025,january,addisonsaws.co.uk,Medusa,"Jan 28, 2025",Addison Saws …
2025,january,adenfootwear.ca,Medusa,"Jan 28, 2025",Aden Footwear & …
2025,january,amps.com,Babuk,"Jan 28, 2025",Advanced Medical Pricing …
2025,january,alentec.com,Babuk,"Jan 28, 2025",Alentec & Orion …
2025,january,alocenter.se,Lynx,"Jan 28, 2025","ALO Center, …"
2025,january,ardexaustralia.com,Medusa,"Jan 28, 2025",ARDEX …
2025,january,bacacountyco.gov,Babuk,"Jan 28, 2025",Baca County …
2025,january,bocagroup.com,Babuk,"Jan 28, 2025",BOCA Group …
2025,january,englishbraids.com,Medusa,"Jan 28, 2025",English Braids …
2025,january,grandfire.net,Akira,"Jan 28, 2025",Grand Fire provides …
2025,january,human.de,Babuk,"Jan 28, 2025",HUMAN Diagnostics has …
2025,january,leehartman.com,Metaencryptor,"Jan 28, 2025",Lee …
2025,january,mresolve.com,Akira,"Jan 28, 2025",Mark Resolve Inc is …
2025,january,milesindustries.com,Medusa,"Jan 28, 2025",Miles …
2025,january,mypertamina.id,Babuk,"Jan 28, 2025",MyPertamina is a …
2025,january,ngautomatics.co.uk,Medusa,"Jan 28, 2025",NG Automatics …
2025,january,plandj.co.uk,Medusa,"Jan 28, 2025",Philip Laney & …
2025,january,prinstonpharm.com,INC_RANSOM,"Jan 28, 2025",Prinston …
2025,january,qed.co.ug,Funksec,"Jan 28, 2025",QED Solutions Ltd is …
2025,january,rdca.com.sg,Qilin,"Jan 28, 2025",RDC Architects Pte …
2025,january,treehotel.co.uk,Funksec,"Jan 28, 2025",The Tree Hotel …
2025,january,wanntl.com,Qilin,"Jan 28, 2025",Wannemacher …
2025,january,w-medien.de,Babuk,"Jan 28, 2025",Württemberger Medien …
2025,january,achieverssciencejournal.org,Funksec,"Jan 27, 2025",The …
2025,january,aishutech.com,RansomHouse,"Jan 27, 2025",AIshu …
2025,january,aws.amazon.com,GDLockerSec,"Jan 27, 2025",Amazon Web …
2025,january,ampol.com.au,CL0P,"Jan 27, 2025",Ampol is a leading …
2025,january,aquasys.cz,DragonForce,"Jan 27, 2025",Aquasys is a …
2025,january,artika.com,CL0P,"Jan 27, 2025",Artika is dedicated to …
2025,january,bermanbros.com,Medusa,"Jan 27, 2025",Berman Brothers …
2025,january,bigotti.ro,SafePay,"Jan 27, 2025",Bigotti is a premium …
2025,january,bmiusa.com,CL0P,"Jan 27, 2025",Bmi USA is a top …
2025,january,bradleycaldwell.com,CL0P,"Jan 27, 2025",Bradley …
2025,january,burrislogistics.com,CL0P,"Jan 27, 2025",Burris …
2025,january,businesssysinteg.com,CL0P,"Jan 27, 2025",Business …
2025,january,calexiscs.com,CL0P,"Jan 27, 2025",Calex ISCS provides …
2025,january,cdrsoftware.com,CL0P,"Jan 27, 2025",CDR Software …
2025,january,cellsciencesystems.com,SafePay,"Jan 27, 2025",Cell …
2025,january,chappellschools.com,Medusa,"Jan 27, 2025",Chappell …
2025,january,datasociete.net,KillSecurity,"Jan 27, 2025",…
2025,january,dlshs.org,Fog,"Jan 27, 2025","De La Salle High School, …"
2025,january,eltekgroup.com,Fog,"Jan 27, 2025",Eltek Group operates …
2025,january,emkay.com,CL0P,"Jan 27, 2025",Emkay is a fleet …
2025,january,envirosep.com,Abyss,"Jan 27, 2025",Envirosep designs …
2025,january,fgse.cu.edu.eg,GDLockerSec,"Jan 27, 2025",The Faculty …
2025,january,gisportz.com,CL0P,"Jan 27, 2025",GI Sportz acquired …
2025,january,hillbros.com,CL0P,"Jan 27, 2025",Hill Brothers …
2025,january,hospitalelcruce.org,Medusa,"Jan 27, 2025",Hospital El …
2025,january,innotek-ep.com,CL0P,"Jan 27, 2025",Innotek Corporation …
2025,january,iavi.org,INC_RANSOM,"Jan 27, 2025",The International …
2025,january,jan-nygaard.dk,DragonForce,"Jan 27, 2025",Jan Nygaard …
2025,january,keepz.me,KillSecurity,"Jan 27, 2025",Keepz is an …
2025,january,letsecure.in,KillSecurity,"Jan 27, 2025",Let’s Secure …
2025,january,lnrbda.gov.ng,GDLockerSec,"Jan 27, 2025",Lower Niger …
2025,january,madengine.com,CL0P,"Jan 27, 2025",Apparel company …
2025,january,mappingsolutions.com,DragonForce,"Jan 27, 2025",…
2025,january,genrepurchase.bankatm.in,Funksec,"Jan 27, 2025",…
2025,january,mcpathology.com,SafePay,"Jan 27, 2025","MCPathology, …"
2025,january,metrowire.net,SpaceBears,"Jan 27, 2025",Metro Wire & …
2025,january,northernontariowires.com,CL0P,"Jan 27, 2025",Northern …
2025,january,nowinc.ca,CL0P,"Jan 27, 2025",NOW INC. provides …
2025,january,nutripack.eu,SafePay,"Jan 27, 2025",Nutripack is a …
2025,january,olameter.com,CL0P,"Jan 27, 2025",Olameter provides …
2025,january,paradiseschools.org,SafePay,"Jan 27, 2025",Paradise …
2025,january,pcm.com.mx,Ransomhub,"Jan 27, 2025",PCM is a leading …
2025,january,polaristransport.com,CL0P,"Jan 27, 2025",Polaris …
2025,january,primoticketing.com,KillSecurity,"Jan 27, 2025",Primo …
2025,january,ruiagroup.co.in,CL0P,"Jan 27, 2025",Ruia Group is a …
2025,january,coyote.com,CL0P,"Jan 27, 2025",Coyote.com is the …
2025,january,safcointl.com,Medusa,"Jan 27, 2025",Safco …
2025,january,seattlechocolates.com,CL0P,"Jan 27, 2025",Seattle …
2025,january,shihka.com.hk,GDLockerSec,"Jan 27, 2025",Shih Ka …
2025,january,spaderfreight.com,CL0P,"Jan 27, 2025",Spader Freight …
2025,january,spgusa.com,CL0P,"Jan 27, 2025",SPG International is a …
2025,january,sullytransport.com,CL0P,"Jan 27, 2025",Sully …
2025,january,terra.com.mx,CL0P,"Jan 27, 2025",Terra Networks Latam …
2025,january,usluggage.com,CL0P,"Jan 27, 2025",United States …
2025,january,usmba.ac.ma,GDLockerSec,"Jan 27, 2025",Université Sidi …
2025,january,utilismartcorp.com,CL0P,"Jan 27, 2025",Utilismart …
2025,january,weeksbrucker.com,Everest,"Jan 27, 2025","Weeks, Brucker …"
2025,january,welcomewagon.com,SafePay,"Jan 27, 2025",Welcome Wagon …
2025,january,whitmor.com,CL0P,"Jan 27, 2025",Whitmor is a company …
2025,january,alpinefoods.com,CL0P,"Jan 24, 2025",Alpine Foods …
2025,january,archaeologicalresearchservices.com,Ransomhub,"Jan 24, 2025 …",
2025,january,arrowauctions.co.uk,SpaceBears,"Jan 24, 2025",Arrow …
2025,january,bwfg.at,Cloak,"Jan 24, 2025","Bankwell Financial Group, …"
2025,january,blackhillseyes.com,Qilin,"Jan 24, 2025",Black Hills …
2025,january,breakthroughfuel.com,CL0P,"Jan 24, 2025",Breakthrough …
2025,january,c3group.nl,CL0P,"Jan 24, 2025",C3 Group specializes in …
2025,january,centric.eu,CL0P,"Jan 24, 2025",Centric provides IT …
2025,january,clawlogistics.com,CL0P,"Jan 24, 2025",Claw Logistics …
2025,january,cleo.com,CL0P,"Jan 24, 2025",Cleo offers cloud-based …
2025,january,consultants.com,CL0P,"Jan 24, 2025",Consultants.com is …
2025,january,covestro.com,CL0P,"Jan 24, 2025",Covestro produces …
2025,january,creeled.com,CL0P,"Jan 24, 2025",Cree LED develops and …
2025,january,cyrioussoftware.com,BianLian,"Jan 24, 2025",Cyrious …
2025,january,enghouse.com,Akira,"Jan 24, 2025",Enghouse is a …
2025,january,ewsmith.com,BusinessDataLeaks,"Jan 24, 2025",EW Smith …
2025,january,fio.fr,8BASE,"Jan 24, 2025",Fournitures Industrielles …
2025,january,hearstpower.com,CL0P,"Jan 24, 2025",Hearst Power …
2025,january,hertz.com,CL0P,"Jan 24, 2025",Hertz operates a global …
2025,january,icerivergreenbottleco.com,CL0P,"Jan 24, 2025",Ice …
2025,january,kooijmanvianen.nl,Fog,"Jan 24, 2025",Kooijman …
2025,january,linfox.com,CL0P,"Jan 24, 2025",Linfox specializes in …
2025,january,mabmd.com,BianLian,"Jan 24, 2025",Medical Associates …
2025,january,missionbank.bank,Ransomhub,"Jan 24, 2025",Mission Bank …
2025,january,nissinfoods.com,CL0P,"Jan 24, 2025",Nissin Foods …
2025,january,ofsportal.com,CL0P,"Jan 24, 2025","OFS Portal, LLC is a …"
2025,january,pinelandcsb.org,SpaceBears,"Jan 24, 2025",Pineland CSB …
2025,january,pispl.in,CL0P,"Jan 24, 2025",PISPL is a leading …
2025,january,premiersupplies.com,CL0P,"Jan 24, 2025",Premier …
2025,january,samsill.com,Ransomhub,"Jan 24, 2025",Samsill …
2025,january,sditechnologies.com,CL0P,"Jan 24, 2025",SDI …
2025,january,sheerlogistics.com,CL0P,"Jan 24, 2025",Sheer Logistics …
2025,january,starkaerospace.com,INC_RANSOM,"Jan 24, 2025",Stark …
2025,january,steelblue.com.au,CL0P,"Jan 24, 2025",Steel Blue …
2025,january,sweetstreet.com,CL0P,"Jan 24, 2025",Sweet Street …
2025,january,topackt.com,LockBit,"Jan 24, 2025",Topackt IT …
2025,january,westernalliancebank.com,CL0P,"Jan 24, 2025",Western …
2025,january,worldnetpr.com,Akira,"Jan 24, 2025",WorldNet …
2025,january,architectswest.com,Akira,"Jan 23, 2025",Architects …
2025,january,gaylord.org,SafePay,"Jan 23, 2025",Gaylord Specialty …
2025,january,grohe.com,Ransomhub,"Jan 23, 2025",Grohe is a leading …
2025,january,hayloftapartmenthomes.com,Akira,"Jan 23, 2025",Hayloft …
2025,january,ilemgroup.com,Ransomhub,"Jan 23, 2025",Ilem Group is a …
2025,january,iptime.com,Funksec,"Jan 23, 2025",ipTIME is a …
2025,january,foamparts.com,Lynx,"Jan 23, 2025",J&T specializes in …
2025,january,manpower.com,Ransomhub,"Jan 23, 2025",ManpowerGroup …
2025,january,omnifiber.com,Monti,"Jan 23, 2025",Omni Fiber is a …
2025,january,reesndt.com,BlackLock,"Jan 23, 2025",Rees NDT …
2025,january,sawleylock.com.au,DragonForce,"Jan 23, 2025",Sawley …
2025,january,sdkgroup.com,Ransomhub,"Jan 23, 2025",SDK Group is a …
2025,january,americanstandard-us.com,Ransomhub,"Jan 22, 2025",…
2025,january,whychoosebw.com,Ransomhub,"Jan 22, 2025",B&W …
2025,january,boardman-hamilton.com,Ransomhub,"Jan 22, 2025",…
2025,january,brunetti.com,SafePay,"Jan 22, 2025",Brunetti is an …
2025,january,ccas.org.au,SpaceBears,"Jan 22, 2025",Christian …
2025,january,thecitybank.com,Funksec,"Jan 22, 2025","City Bank PLC, …"
2025,january,gossettmotors.com,Lynx,"Jan 22, 2025",Gossett Motor …
2025,january,icicibank.com,Bashe,"Jan 22, 2025",ICICI Bank provides …
2025,january,jomarsoftcorp.com,CL0P,"Jan 22, 2025",JOMAR Softcorp …
2025,january,laboratoriosm.com.br,SpaceBears,"Jan 22, 2025",…
2025,january,miedemaproduce.com,Ransomhub,"Jan 22, 2025",Miedema …
2025,january,mintzlawfirm.com,Lynx,"Jan 22, 2025",Mintz Law Firm is …
2025,january,precisionmechsd.com,Ransomhub,"Jan 22, 2025",Precision …
2025,january,retalfilms.com,INC_RANSOM,"Jan 22, 2025",RETAL is a …
2025,january,solge.es,SafePay,"Jan 22, 2025",Solge Systems is a …
2025,january,supremegroup.co.in,Ransomhub,"Jan 22, 2025",Supreme …
2025,january,navy.mil.bd,Funksec,"Jan 22, 2025",The Bangladesh Navy …
2025,january,cu-barika.dz,Funksec,"Jan 22, 2025",University Center …
2025,january,agrotellus.com,Handala,"Jan 21, 2025",Agrotellus is a …
2025,january,alexcredit.ua,Handala,"Jan 21, 2025",Alex Credit …
2025,january,angotti-reilly.com,Lynx,"Jan 21, 2025",Angotti & …
2025,january,malindoair.com,Bashe,"Jan 21, 2025",Batik Air …
2025,january,canagroupcorp.com,Sarcoma,"Jan 21, 2025",Cana Group …
2025,january,claret.ro,Handala,"Jan 21, 2025",Claret Euro Credit …
2025,january,inayaclinic.org,SpaceBears,"Jan 21, 2025",Clinique …
2025,january,compassuw.co.uk,Sarcoma,"Jan 21, 2025",Compass …
2025,january,dmtriminc.com,Medusa,"Jan 21, 2025","D & M Trim, Inc. …"
2025,january,deltafab.net,Medusa,"Jan 21, 2025",Delta Fabrication & …
2025,january,eurocredit.ge,Handala,"Jan 21, 2025",EuroCredit is a …
2025,january,faab.in,KillSecurity,"Jan 21, 2025",FAAB Invest is a …
2025,january,jweltd.com,Sarcoma,"Jan 21, 2025",Jacquet Weston …
2025,january,nimbusforwork.com,KillSecurity,"Jan 21, 2025",Nimbus …
2025,january,rabwin.com,Qilin,"Jan 21, 2025",Rabwin Industries …
2025,january,samsaraluggage.com,Handala,"Jan 21, 2025",Samsara …
2025,january,sentinelsystems.com,Lynx,"Jan 21, 2025",Sentinel …
2025,january,solardrones.net,Handala,"Jan 21, 2025",Solar Drone LTD …
2025,january,startautofinance.com,Handala,"Jan 21, 2025",Start Auto …
2025,january,theurswickschool.co.uk,KAIROS,"Jan 21, 2025",The …
2025,january,tokyocentral.com,Lynx,"Jan 21, 2025",Tokyo Central is …
2025,january,zukfinance.com,Handala,"Jan 21, 2025",Zuk Finance …
2025,january,zuk.group,Handala,"Jan 21, 2025","Zuk Group, owned by …"
2025,january,aquamanaesp.gov.co,Funksec,"Jan 20, 2025",Aquamana ESP …
2025,january,clutchindustries.com,Lynx,"Jan 20, 2025",Clutch …
2025,january,divimast.it,Akira,"Jan 20, 2025",Divimast is a dynamic …
2025,january,fol-23.fr,Bashe,"Jan 20, 2025",The Federation of …
2025,january,gdpr.eu,WikiLeaksV2,"Jan 20, 2025",GDPR.eu is a …
2025,january,gonzalesusd.net,SafePay,"Jan 20, 2025",Gonzales …
2025,january,kassinandcarrow.com,Lynx,"Jan 20, 2025",Kassin & …
2025,january,lynxspa.com,MORPHEUS,"Jan 20, 2025",Lynx Spa is an …
2025,january,marinafamilymedical.com.au,MoneyMessage,"Jan 20, 2025",…
2025,january,mercurygate.com,CL0P,"Jan 20, 2025",MercuryGate …
2025,january,nightingalehammerson.org,KAIROS,"Jan 20, 2025",…
2025,january,refreshmentservicespepsi.com,Qilin,"Jan 20, 2025",…
2025,january,sindhlaws.gov.pk,Funksec,"Jan 20, 2025",Sindh Laws is …
2025,january,tg3electronics.com,Rhysida,"Jan 20, 2025",TG3 …
2025,january,usecreditunion.org,Qilin,"Jan 20, 2025",USE Federal …
2025,january,vodotechnika.hr,Akira,"Jan 20, 2025",Vodotehnika …
2025,january,anderscpa.com,BusinessDataLeaks,"Jan 17, 2025",Anders …
2025,january,anupalanonline.com,KillSecurity,"Jan 17, 2025",…
2025,january,deltadentalwa.com,8BASE,"Jan 17, 2025",Delta Dental of …
2025,january,donaformosa.com.br,Sarcoma,"Jan 17, 2025",Dona Formosa …
2025,january,thehoffbrand.com,Everest,"Jan 17, 2025",Hoff is a …
2025,january,insta.com.pk,Funksec,"Jan 17, 2025",Instacom (Pvt.) …
2025,january,jdlighting.com,Sarcoma,"Jan 17, 2025",JD International …
2025,january,kilgore.edu,INC_RANSOM,"Jan 17, 2025",Kilgore College …
2025,january,net-inform.de,8BASE,"Jan 17, 2025",Netform GmbH is a …
2025,january,peponline.org,INC_RANSOM,"Jan 17, 2025",People …
2025,january,platinumcollision.com,SafePay,"Jan 17, 2025",Platinum …
2025,january,realtaxcanada.com,KAIROS,"Jan 17, 2025",Real Tax is a …
2025,january,rccdc.org,INC_RANSOM,"Jan 17, 2025",Regina Coeli Child …
2025,january,solariumrevestimentos.com.br,Ransomhub,"Jan 17, 2025",…
2025,january,trhosp.org,INC_RANSOM,"Jan 17, 2025",Taylor Regional …
2025,january,voltinfra.com,Everest,"Jan 17, 2025",Volt …
2025,january,washgi.com,INC_RANSOM,"Jan 17, 2025",Washington …
2025,january,woodlakecenter.com,Everest,"Jan 17, 2025",Woodlake …
2025,january,access-capital-partners.com,Lynx,"Jan 16, 2025",Access …
2025,january,anwsd.org,3AM,"Jan 16, 2025",Addison Northwest School …
2025,january,akconstructors.com,Ransomhub,"Jan 16, 2025",AK …
2025,january,bellandgraham.co.nz,SafePay,"Jan 16, 2025",Bell & …
2025,january,betclic.com,Bashe,"Jan 16, 2025",Betclic is an online …
2025,january,bsegroup.it,Ransomhub,"Jan 16, 2025",BSE Group is an …
2025,january,combinedpoolandspa.com,KAIROS,"Jan 16, 2025",Combined …
2025,january,communisis.com,Lynx,"Jan 16, 2025",Communisis is a …
2025,january,barilga.gov.mn,Funksec,"Jan 16, 2025",The Construction …
2025,january,ddelta.com.mx,SafePay,"Jan 16, 2025",Desarrollos Delta …
2025,january,equipo-postal.com,SafePay,"Jan 16, 2025",A Spanish …
2025,january,greyform.sg,SafePay,"Jan 16, 2025",Greyform Pte Ltd is …
2025,january,liteputer.com.tw,Ransomhub,"Jan 16, 2025",Lite-Puter …
2025,january,loweengineers.com,Lynx,"Jan 16, 2025",Lowe Engineers …
2025,january,mts.gov.eg,Funksec,"Jan 16, 2025",Ministry of …
2025,january,optiline.com,Cactus,"Jan 16, 2025",Optiline is a New …
2025,january,paragon.world,Lynx,"Jan 16, 2025",Paragon Group is a …
2025,january,proexequialesresurgir.com,SafePay,"Jan 16, 2025",…
2025,january,safecoastseafoods.com,SafePay,"Jan 16, 2025",Safe …
2025,january,termopuerto.com,SafePay,"Jan 16, 2025",Termopuerto is …
2025,january,atlasfirms.com,BusinessDataLeaks,"Jan 15, 2025",Atlas …
2025,january,avisoutheast.com,Medusa,"Jan 15, 2025",AVI Southeast …
2025,january,beyond79.com,Akira,"Jan 15, 2025",Beyond79 is a …
2025,january,bbpcpa.com,BusinessDataLeaks,"Jan 15, 2025","Black, …"
2025,january,bluai.ai,Funksec,"Jan 15, 2025",BluAI is an artificial …
2025,january,boartandwire.com,Sarcoma,"Jan 15, 2025",Boart & Wire …
2025,january,bringsolutions.com.br,8BASE,"Jan 15, 2025",Bring …
2025,january,butterycompany.com,Fog,"Jan 15, 2025",Buttery Company …
2025,january,clinicaces.edu.co,Qilin,"Jan 15, 2025",Clínica CES is …
2025,january,ddcwsa.com,Lynx,"Jan 15, 2025",The …
2025,january,eurocert.pl,Ransomhub,"Jan 15, 2025",EuroCert is a …
2025,january,cofar.cl,KillSecurity,"Jan 15, 2025",Farmacia Cofar is …
2025,january,gateshead.gov.uk,Medusa,"Jan 15, 2025",The …
2025,january,gebaeudereinigungsakademie.at,8BASE,"Jan 15, 2025",…
2025,january,industowers.com,Medusa,"Jan 15, 2025",Indus Towers is …
2025,january,jgele.com,KAIROS,"Jan 15, 2025",JG Electrical is a …
2025,january,kinseth.com,Lynx,"Jan 15, 2025",Kinseth Hospitality …
2025,january,klehr.com,BusinessDataLeaks,"Jan 15, 2025",Klehr …
2025,january,moinhoglobo.com.br,Akira,"Jan 15, 2025",Moinho Globo …
2025,january,cts-moravia.webnode.cz,8BASE,"Jan 15, 2025",Moraviakov …
2025,january,pittman-construction.com,LockBit,"Jan 15, 2025",…
2025,january,pjsrebar.com,Akira,"Jan 15, 2025","PJ’s Rebar, Inc. is …"
2025,january,qualitech.com,Lynx,"Jan 15, 2025",QualiTech …
2025,january,scitechinc.com,Fog,"Jan 15, 2025","SciTech Services, …"
2025,january,sgpadv.com,BusinessDataLeaks,"Jan 15, 2025",SGP …
2025,january,chicanofederation.org,Rhysida,"Jan 15, 2025",The …
2025,january,ou.edu,Fog,"Jan 15, 2025",The University of Oklahoma …
2025,january,tandblawfirm.com,Qilin,"Jan 15, 2025",Thilges …
2025,january,udb.net,Ransomhub,"Jan 15, 2025",Ultimate Database is …
2025,january,unionstudioarch.com,Akira,"Jan 15, 2025",Union Studio …
2025,january,woodportdoors.com,Lynx,"Jan 15, 2025",Woodport Doors …
2025,january,wynnewood.k12.ok.us,8BASE,"Jan 15, 2025",Wynnewood …
2025,january,atpformosa.gob.ar,LockBit,"Jan 14, 2025",ATP Formosa …
2025,january,calmedlab.com,INC_RANSOM,"Jan 14, 2025",Biomedical …
2025,january,candelasyasociados.es,LockBit,"Jan 14, 2025",Candelas …
2025,january,portal.checkpoint.com,Funksec,"Jan 14, 2025",Check …
2025,january,healthcarewithinreach.org,Ransomhub,"Jan 14, 2025",…
2025,january,conad.it,Lynx,"Jan 14, 2025",Conad is an organization …
2025,january,delapandwaller.com,Lynx,"Jan 14, 2025",Delap & Waller …
2025,january,durayduncan.com,CL0P,"Jan 14, 2025",Duray Duncan is a …
2025,january,ekomercio.com.mx,CL0P,"Jan 14, 2025",Ekomercio …
2025,january,fisherbroyles.com,Lynx,"Jan 14, 2025","FisherBroyles, …"
2025,january,zapopan.gob.mx,Funksec,"Jan 14, 2025",The official …
2025,january,ivrespite.com,INC_RANSOM,"Jan 14, 2025",Imperial …
2025,january,intelservice.com,Ransomhub,"Jan 14, 2025",Intels …
2025,january,kuzstu-nf.ru,Funksec,"Jan 14, 2025",Kuzbass State …
2025,january,linxe.com,Funksec,"Jan 14, 2025",Linxe is a financial …
2025,january,mindev.gov.gr,Funksec,"Jan 14, 2025",Ministry of …
2025,january,mi.edu,Ransomhub,"Jan 14, 2025",Musicians Institute is …
2025,january,mymobileforms.com,Funksec,"Jan 14, 2025",MyMobileForms …
